Activity_ID,ActivityNumber,ActivityName,SeasonName,ChildSeasonName,Type,CategoryName,OtherCategoryName,RiskCategoryName,EnrollMin,EnrollMax,NumberEnrolled,BeginningDate,EndingDate,StartingTime,EndingTime,AgesMin,AgesMinMonth,AgesMinWeek,AgesMax,AgesMaxMonth,AgesMaxWeek,GradeMin,GradeMax,WeekDays,PrimaryInstructorName,NumberOfHours,NumberOfDates,ActivityLocation,FeeDescription,AccountName,KeyFeesTotal,OtherFeesTotal,FeeSummary,Description,PublicURL
68150,73969,Learn To Swim-Adult Intermediate,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,6,6,2/23/2025,3/30/2025,12:15 PM,1:00 PM,16,0,0,0,0,0,,,Su,,4.5,6,Ballard Pool Lane #5 at Ballard Pool,Activity Fee,BALP Lesson,108,54,Member: $54.00. Non-member: $108.00,"These courses are intended for 15+ teens and adults at different levels of swimming ability. In this course, participants strive for refining skill and stroke performance to be able to enjoy the water more safely with their children, because they own a home pool or to open the door to training for other aquatic opportunities, such as to learn SCUBA. Must be comfortable in the deep water. (The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68150
68151,73970,Learn To Swim-Advanced,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,10,10,1/7/2025,3/25/2025,6:05 PM,6:35 PM,6,0,0,17,0,0,,,Tu,,5.5,11,Ballard Pool Lane #5 at Ballard Pool,Activity Fee,BALP Lesson,132,66,Member: $66.00. Non-member: $132.00,"Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity.Red Cross Learn to Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to be safe in, on, and around water, to improve proficiency in previously learned strokes, to learn new strokes, and to refine performance of all six swimming strokes, (i.e. front crawl, back crawl, butterfly, breaststroke, elementary backstroke, and sidestroke). Level 4: Stroke ImprovementLevel 5: Stroke RefinementLevel 6: Swimming and Skill Proficiency(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68151
68152,73971,Learn To Swim-Advanced,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,10,10,1/7/2025,3/25/2025,6:35 PM,7:05 PM,6,0,0,17,0,0,,,Tu,,5.5,11,Ballard Pool Lane #5 at Ballard Pool,Activity Fee,BALP Lesson,132,66,Member: $66.00. Non-member: $132.00,"Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity.Red Cross Learn to Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to be safe in, on, and around water, to improve proficiency in previously learned strokes, to learn new strokes, and to refine performance of all six swimming strokes, (i.e. front crawl, back crawl, butterfly, breaststroke, elementary backstroke, and sidestroke). Level 4: Stroke ImprovementLevel 5: Stroke RefinementLevel 6: Swimming and Skill Proficiency(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68152
68153,73972,Learn To Swim-Advanced,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,10,9,1/8/2025,3/26/2025,2:30 PM,3:00 PM,6,0,0,17,0,0,,,W,,5.5,11,Ballard Pool Lane #5 at Ballard Pool,Activity Fee,BALP Lesson,132,66,Member: $66.00. Non-member: $132.00,"Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity.Red Cross Learn to Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to be safe in, on, and around water, to improve proficiency in previously learned strokes, to learn new strokes, and to refine performance of all six swimming strokes, (i.e. front crawl, back crawl, butterfly, breaststroke, elementary backstroke, and sidestroke). Level 4: Stroke ImprovementLevel 5: Stroke RefinementLevel 6: Swimming and Skill Proficiency(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68153
68154,73973,Learn To Swim-Advanced,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,16,15,1/8/2025,3/26/2025,6:00 PM,6:30 PM,6,0,0,17,0,0,,,W,,5.5,11,Ballard Pool Lane #5 at Ballard Pool,Activity Fee,BALP Lesson,132,66,Member: $66.00. Non-member: $132.00,"Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity.Red Cross Learn to Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to be safe in, on, and around water, to improve proficiency in previously learned strokes, to learn new strokes, and to refine performance of all six swimming strokes, (i.e. front crawl, back crawl, butterfly, breaststroke, elementary backstroke, and sidestroke). Level 4: Stroke ImprovementLevel 5: Stroke RefinementLevel 6: Swimming and Skill Proficiency(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68154
68155,73974,Learn To Swim-Advanced,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,16,9,1/11/2025,2/15/2025,9:05 AM,9:35 AM,6,0,0,17,0,0,,,Sa,,3,6,Ballard Pool Lane #5 at Ballard Pool,Activity Fee,BALP Lesson,72,36,Member: $36.00. Non-member: $72.00,"Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity.Red Cross Learn to Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to be safe in, on, and around water, to improve proficiency in previously learned strokes, to learn new strokes, and to refine performance of all six swimming strokes, (i.e. front crawl, back crawl, butterfly, breaststroke, elementary backstroke, and sidestroke). Level 4: Stroke ImprovementLevel 5: Stroke RefinementLevel 6: Swimming and Skill Proficiency(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68155
68156,73975,Learn To Swim-Advanced,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,16,16,1/12/2025,2/16/2025,3:05 PM,3:35 PM,6,0,0,17,0,0,,,Su,,3,6,Ballard Pool Lane #5 at Ballard Pool,Activity Fee,BALP Lesson,72,36,Member: $36.00. Non-member: $72.00,"Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity.Red Cross Learn to Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to be safe in, on, and around water, to improve proficiency in previously learned strokes, to learn new strokes, and to refine performance of all six swimming strokes, (i.e. front crawl, back crawl, butterfly, breaststroke, elementary backstroke, and sidestroke). Level 4: Stroke ImprovementLevel 5: Stroke RefinementLevel 6: Swimming and Skill Proficiency(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68156
68157,73976,Learn To Swim-Advanced,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,10,10,1/12/2025,2/16/2025,3:35 PM,4:05 PM,6,0,0,17,0,0,,,Su,,3,6,Ballard Pool Lane #5 at Ballard Pool,Activity Fee,BALP Lesson,72,36,Member: $36.00. Non-member: $72.00,"Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity.Red Cross Learn to Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to be safe in, on, and around water, to improve proficiency in previously learned strokes, to learn new strokes, and to refine performance of all six swimming strokes, (i.e. front crawl, back crawl, butterfly, breaststroke, elementary backstroke, and sidestroke). Level 4: Stroke ImprovementLevel 5: Stroke RefinementLevel 6: Swimming and Skill Proficiency(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68157
68158,73977,Learn To Swim-Advanced,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,10,8,1/6/2025,3/24/2025,5:35 PM,6:05 PM,6,0,0,17,0,0,,,M,,5,10,Ballard Pool Lane #5 at Ballard Pool,Activity Fee,BALP Lesson,120,60,Member: $60.00. Non-member: $120.00,"Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity.Red Cross Learn to Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to be safe in, on, and around water, to improve proficiency in previously learned strokes, to learn new strokes, and to refine performance of all six swimming strokes, (i.e. front crawl, back crawl, butterfly, breaststroke, elementary backstroke, and sidestroke). Level 4: Stroke ImprovementLevel 5: Stroke RefinementLevel 6: Swimming and Skill Proficiency(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68158
68159,73978,Learn To Swim-Advanced,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,10,10,1/6/2025,3/24/2025,6:35 PM,7:05 PM,6,0,0,17,0,0,,,M,,5,10,Ballard Pool Lane #5 at Ballard Pool,Activity Fee,BALP Lesson,120,60,Member: $60.00. Non-member: $120.00,"Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity.Red Cross Learn to Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to be safe in, on, and around water, to improve proficiency in previously learned strokes, to learn new strokes, and to refine performance of all six swimming strokes, (i.e. front crawl, back crawl, butterfly, breaststroke, elementary backstroke, and sidestroke). Level 4: Stroke ImprovementLevel 5: Stroke RefinementLevel 6: Swimming and Skill Proficiency(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68159
68160,73979,Learn To Swim-Advanced,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,16,9,1/9/2025,3/27/2025,6:05 PM,6:35 PM,6,0,0,17,0,0,,,Th,,5,10,Ballard Pool Lane #5 at Ballard Pool,Activity Fee,BALP Lesson,120,60,Member: $60.00. Non-member: $120.00,"Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity.Red Cross Learn to Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to be safe in, on, and around water, to improve proficiency in previously learned strokes, to learn new strokes, and to refine performance of all six swimming strokes, (i.e. front crawl, back crawl, butterfly, breaststroke, elementary backstroke, and sidestroke). Level 4: Stroke ImprovementLevel 5: Stroke RefinementLevel 6: Swimming and Skill Proficiency(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68160
68161,73980,Learn To Swim-Advanced,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,10,10,1/9/2025,3/27/2025,6:35 PM,7:05 PM,6,0,0,17,0,0,,,Th,,5,10,Ballard Pool Lane #5 at Ballard Pool,Activity Fee,BALP Lesson,120,60,Member: $60.00. Non-member: $120.00,"Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity.Red Cross Learn to Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to be safe in, on, and around water, to improve proficiency in previously learned strokes, to learn new strokes, and to refine performance of all six swimming strokes, (i.e. front crawl, back crawl, butterfly, breaststroke, elementary backstroke, and sidestroke). Level 4: Stroke ImprovementLevel 5: Stroke RefinementLevel 6: Swimming and Skill Proficiency(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68161
68162,73981,Learn To Swim-Advanced,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,10,10,1/9/2025,3/27/2025,7:05 PM,7:35 PM,6,0,0,17,0,0,,,Th,,5,10,Ballard Pool Lane #5 at Ballard Pool,Activity Fee,BALP Lesson,120,60,Member: $60.00. Non-member: $120.00,"Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity.Red Cross Learn to Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to be safe in, on, and around water, to improve proficiency in previously learned strokes, to learn new strokes, and to refine performance of all six swimming strokes, (i.e. front crawl, back crawl, butterfly, breaststroke, elementary backstroke, and sidestroke). Level 4: Stroke ImprovementLevel 5: Stroke RefinementLevel 6: Swimming and Skill Proficiency(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68162
68163,73982,Learn To Swim-Advanced,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,16,8,2/22/2025,3/29/2025,9:05 AM,9:35 AM,6,0,0,17,0,0,,,Sa,,3,6,Ballard Pool Lane #5 at Ballard Pool,Activity Fee,BALP Lesson,72,36,Member: $36.00. Non-member: $72.00,"Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity.Red Cross Learn to Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to be safe in, on, and around water, to improve proficiency in previously learned strokes, to learn new strokes, and to refine performance of all six swimming strokes, (i.e. front crawl, back crawl, butterfly, breaststroke, elementary backstroke, and sidestroke). Level 4: Stroke ImprovementLevel 5: Stroke RefinementLevel 6: Swimming and Skill Proficiency(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68163
68164,73983,Learn To Swim-Advanced,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,16,13,2/23/2025,3/30/2025,3:05 PM,3:35 PM,6,0,0,17,0,0,,,Su,,3,6,Ballard Pool Lane #5 at Ballard Pool,Activity Fee,BALP Lesson,72,36,Member: $36.00. Non-member: $72.00,"Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity.Red Cross Learn to Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to be safe in, on, and around water, to improve proficiency in previously learned strokes, to learn new strokes, and to refine performance of all six swimming strokes, (i.e. front crawl, back crawl, butterfly, breaststroke, elementary backstroke, and sidestroke). Level 4: Stroke ImprovementLevel 5: Stroke RefinementLevel 6: Swimming and Skill Proficiency(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68164
68165,73984,Learn To Swim-Advanced,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,10,8,2/23/2025,3/30/2025,3:35 PM,4:05 PM,6,0,0,17,0,0,,,Su,,3,6,Ballard Pool Lane #5 at Ballard Pool,Activity Fee,BALP Lesson,72,36,Member: $36.00. Non-member: $72.00,"Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity.Red Cross Learn to Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to be safe in, on, and around water, to improve proficiency in previously learned strokes, to learn new strokes, and to refine performance of all six swimming strokes, (i.e. front crawl, back crawl, butterfly, breaststroke, elementary backstroke, and sidestroke). Level 4: Stroke ImprovementLevel 5: Stroke RefinementLevel 6: Swimming and Skill Proficiency(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68165
68659,74478,Learn To Swim-Advanced Mon 5:30 PM,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,8,2,1/6/2025,3/10/2025,5:30 PM,6:00 PM,6,0,0,17,0,0,,,M,,4,8,Rainier Beach CC/Pool Lap Lane #6 at Rainier Beach Pool & Community Center,Activity Fee,RBP Lesson,96,48,Member: $48.00. Non-member: Check Fees Below. Activity Fee for 6 up to 17 years old: $96.00,"Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity.Red Cross Learn to Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to be safe in, on, and around water, to improve proficiency in previously learned strokes, to learn new strokes, and to refine performance of all six swimming strokes, (i.e. front crawl, back crawl, butterfly, breaststroke, elementary backstroke, and sidestroke).Level 4: Stroke ImprovementLevel 5: Stroke RefinementLevel 6: Swimming and Skill Proficiency(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68659
68660,74479,Learn To Swim-Advanced Saturday 11:00 AM,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,8,6,1/11/2025,3/15/2025,11:00 AM,11:30 AM,6,0,0,17,0,0,,,Sa,,5,10,Rainier Beach CC/Pool Lap Lane #6 at Rainier Beach Pool & Community Center,Activity Fee,RBP Lesson,120,60,Member: $60.00. Non-member: Check Fees Below. Activity Fee for 6 up to 17 years old: $120.00,"Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity.Red Cross Learn to Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to be safe in, on, and around water, to improve proficiency in previously learned strokes, to learn new strokes, and to refine performance of all six swimming strokes, (i.e. front crawl, back crawl, butterfly, breaststroke, elementary backstroke, and sidestroke).Level 4: Stroke ImprovementLevel 5: Stroke RefinementLevel 6: Swimming and Skill Proficiency(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68660
68677,74496,Learn To Swim-Advanced Sunday 10:30 AM,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,8,7,1/12/2025,3/16/2025,10:30 AM,11:00 AM,6,0,0,17,0,0,,,Su,,5,10,Rainier Beach CC/Pool Lap Lane #5 at Rainier Beach Pool & Community Center,Activity Fee,RBP Lesson,120,60,Member: $60.00. Non-member: Check Fees Below. Activity Fee for 6 up to 17 years old: $120.00,"Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity.Red Cross Learn to Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to be safe in, on, and around water, to improve proficiency in previously learned strokes, to learn new strokes, and to refine performance of all six swimming strokes, (i.e. front crawl, back crawl, butterfly, breaststroke, elementary backstroke, and sidestroke).Level 4: Stroke ImprovementLevel 5: Stroke RefinementLevel 6: Swimming and Skill Proficiency(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68677
68661,74480,Learn To Swim-Advanced Thur 5:30 PM,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,8,7,1/9/2025,3/13/2025,5:30 PM,6:00 PM,6,0,0,17,0,0,,,Th,,4.5,9,Rainier Beach CC/Pool Lap Lane #6 at Rainier Beach Pool & Community Center,Activity Fee,RBP Lesson,108,54,Member: $54.00. Non-member: Check Fees Below. Activity Fee for 6 up to 17 years old: $108.00,"Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity.Red Cross Learn to Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to be safe in, on, and around water, to improve proficiency in previously learned strokes, to learn new strokes, and to refine performance of all six swimming strokes, (i.e. front crawl, back crawl, butterfly, breaststroke, elementary backstroke, and sidestroke).Level 4: Stroke ImprovementLevel 5: Stroke RefinementLevel 6: Swimming and Skill Proficiency(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68661
68662,74481,Learn To Swim-Advanced Tue 5:30 PM,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,8,0,1/7/2025,3/11/2025,5:30 PM,6:00 PM,6,0,0,17,0,0,,,Tu,,5,10,Rainier Beach CC/Pool Lap Lane #6 at Rainier Beach Pool & Community Center,Activity Fee,RBP Lesson,120,60,Member: $60.00. Non-member: Check Fees Below. Activity Fee for 6 up to 17 years old: $120.00,"Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity.Red Cross Learn to Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to be safe in, on, and around water, to improve proficiency in previously learned strokes, to learn new strokes, and to refine performance of all six swimming strokes, (i.e. front crawl, back crawl, butterfly, breaststroke, elementary backstroke, and sidestroke).Level 4: Stroke ImprovementLevel 5: Stroke RefinementLevel 6: Swimming and Skill Proficiency(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68662
68663,74482,Learn To Swim-Advanced Wed 5:30 PM,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,8,8,1/8/2025,3/12/2025,5:30 PM,6:00 PM,6,0,0,17,0,0,,,W,,5,10,Rainier Beach CC/Pool Lap Lane #6 at Rainier Beach Pool & Community Center,Activity Fee,RBP Lesson,120,60,Member: $60.00. Non-member: Check Fees Below. Activity Fee for 6 up to 17 years old: $120.00,"Please contact the pool for a pretest. Swimmer must have passed Beginning Swimmer to register for this activity.Red Cross Learn to Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to be safe in, on, and around water, to improve proficiency in previously learned strokes, to learn new strokes, and to refine performance of all six swimming strokes, (i.e. front crawl, back crawl, butterfly, breaststroke, elementary backstroke, and sidestroke).Level 4: Stroke ImprovementLevel 5: Stroke RefinementLevel 6: Swimming and Skill Proficiency(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68663
68166,73985,Learn To Swim-Beginning,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,16,16,1/7/2025,3/25/2025,3:30 PM,4:00 PM,6,0,0,17,0,0,,,Tu,,5.5,11,Ballard Pool Lane #1 at Ballard Pool,Activity Fee,BALP Lesson,132,0,Member: Free. Non-member: $132.00,"Red Cross Learn-to-Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to become oriented to the aquatic environment, to develop positive attitudes and safe practices in, on, and around water, to gain basic skills and build on those skills, to achieve basic water competency in a pool environment and to learn to swim.Level 1: Introduction to Water SkillsLevel 2: Fundamental Aquatic SkillsLevel 3: Stroke Development(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68166
68167,73986,Learn To Swim-Beginning,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,32,32,1/7/2025,3/25/2025,6:05 PM,6:35 PM,6,0,0,17,0,0,,,Tu,,5.5,11,Ballard Pool Lane #1 at Ballard Pool,Activity Fee,BALP Lesson,132,0,Member: Free. Non-member: $132.00,"Red Cross Learn-to-Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to become oriented to the aquatic environment, to develop positive attitudes and safe practices in, on, and around water, to gain basic skills and build on those skills, to achieve basic water competency in a pool environment and to learn to swim.Level 1: Introduction to Water SkillsLevel 2: Fundamental Aquatic SkillsLevel 3: Stroke Development(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68167
68168,73987,Learn To Swim-Beginning,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,32,32,1/7/2025,3/25/2025,7:05 PM,7:35 PM,6,0,0,17,0,0,,,Tu,,5.5,11,Ballard Pool Lane #1 at Ballard Pool,Activity Fee,BALP Lesson,132,0,Member: Free. Non-member: $132.00,"Red Cross Learn-to-Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to become oriented to the aquatic environment, to develop positive attitudes and safe practices in, on, and around water, to gain basic skills and build on those skills, to achieve basic water competency in a pool environment and to learn to swim.Level 1: Introduction to Water SkillsLevel 2: Fundamental Aquatic SkillsLevel 3: Stroke Development(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68168
